We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
All Submitters of data may be contacted directly via www.gisaid.org
Authors are sorted alphabetically.
Accession ID,Originating Laboratory,Submitting Laboratory,Authors
EPI_ISL_476237,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476239,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476243,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476244,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476252,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476253,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476255,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476257,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476259,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476260,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476261,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476262,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476266,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476267,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476268,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476270,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476272,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_717787,LACEN RJ - Noel Nutels,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717794,LACEN RJ - Noel Nutels,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717798,LACEN RJ - Noel Nutels,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717807,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717808,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717810,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717811,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717812,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717813,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717814,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717815,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717816,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717817,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717818,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717819,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717820,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717821,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717822,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717823,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717824,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717825,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717826,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
